name,id,numeric_id,variant_group,sort_order,additional_badges,role_badges,badges,sort_feature,template,type,railtype,year,end_year,service,cars,power,secondary_power,cyl_d,cyl_len,cyl_n,steam_psi,rpm,wheel_d,ihp,weight,tender_weight,loading_speed,tractive_effort,te_coeff,speed,kmhish_speed,secondary_speed,speed_conf,length,scale_len,width,height,capacity,voxel_size,ttd_len,tender,articulated_lengths,effect_unit,manual_lengths,manual_ttd_len,layout,pantograph_unit,new_sprites,reuse_sprites,animated,wagon_formation_modifier,vehicle_life,lifespan,run_cost_penalty,purchase_penalty,speed_cost_factor,power_cost_factor,te_cost_factor,year_multiplier,capacity_factor,type_run_cost,type_purchase_cost,cost,running_cost,cost_gbp,run_cost_gbp,double_headed,dvt,use_mu_engine_logic,inhibit_lead,tilting,multiple_working,requires_second_power_car,purchase_length,enable_param,intro_month,cargo_age_period,pax_special,cargo_handling,default_cargo,era_id,category,era_cat,power_class,length_text,power_text,units_text,bio,gameplay_text,brake_text,additional_text,has_aged_variant
BR Mk2F carriage (BG),passenger_coach_mk2f_bg,1015,1012,1025,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,carriage,RAIL,1973,,,,,,,,,,,,,40,,5,,,110,176,,,19.66,19.66,,,69,198x0x0,12,,"4,4,4",,,,,,,,,,30,,79,75,22,0,0,0.90,11.5,1.2,0.6,99,131,"£6,188",£358,,,,,,,,,!param_no_gameplay_units,1,,,Parcel,MAIL,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.8 tiles{},,,"By the 1970s BR had ceased to build carriages with the intention of adding parcel vans to passenger services, but that hasn't stopped railfans and modellers wondering what could have been.",{GREEN}Included for gameplay purposes,,"{BLACK}Length: {GOLD}0.8 tiles{}{SILVER}By the 1970s BR had ceased to build carriages with the intention of adding parcel vans to passenger services, but that hasn't stopped railfans and modellers wondering what could have been.{}{}{GREEN}Included for gameplay purposes",
BR Mk3 carriage (TS/TSO),passenger_coach_mk3,29,,1026,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,carriage,RAIL,1975,,,,,,,,,,,,,34,,5,,,125,200,,,23,23,2.82,3.79,72,214x42x56,13,,"4,5,4",,,,,,,,,,30,,86,87,25,0,0,0.90,12,1.2,0.6,113,142,"£7,063",£388,,,,,,,,,,2,205,,Passengers,PASS,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"The Mk3 carriage is designed for higher speed operation, capable of running at up to 125mph. The first Mk3 carriages were built for the prototype HST. Loco-hauled Mk3a carriages used the TSO designation, whereas those in an HST rake had different electrical equipment and were designated TS (Trailer Standard) as a full HST set is considered a DMU for classification purposes.",,{YELLOW}10% bonus for long distance travel{},"{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}10% bonus for long distance travel{}{SILVER}The Mk3 carriage is designed for higher speed operation, capable of running at up to 125mph. The first Mk3 carriages were built for the prototype HST. Loco-hauled Mk3a carriages used the TSO designation, whereas those in an HST rake had different electrical equipment and were designated TS (Trailer Standard) as a full HST set is considered a DMU for classification purposes.",
BR Mk3 carriage (FO),passenger_coach_mk3_fo,30,29,1027,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,carriage,RAIL,1975,,,,,,,,,,,,,34,,4,,,125,200,,,23,23,2.82,3.79,48,214x42x56,13,,"4,5,4",,,,,,,,,,30,,136,117,25,0,0,0.90,8,1.2,0.6,140,187,"£8,750",£511,,,,,,,,,,2,242,,Passengers,PASS,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,Mk3 carriages followed the by now standard practice of first class vehicles featuring an open saloon with lower seating density than standard class.,,{YELLOW}30% bonus for long distance travel{},{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}30% bonus for long distance travel{}{SILVER}Mk3 carriages followed the by now standard practice of first class vehicles featuring an open saloon with lower seating density than standard class.,
BR Mk3 carriage (RUB),passenger_coach_mk3_rub,31,29,1028,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,carriage,RAIL,1980,,,,,,,,,,,,,38,,4,,,125,200,,,23,23,2.82,3.79,24,214x42x56,13,,"4,5,4",,,,,,,,,,30,,1150,160,25,0,0,0.89,4,1.2,0.6,181,1197,"£11,313","£3,268",,,,,,,,,,6,205,buffet,Passengers,PASS,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"Although HST sets had their own catering vehicles, BR continued to use Mk1 restaurant vehicles even with newer coaching stock for loco-hauled services. In 1979 the first Mk3 loco-hauled buffet cars finally arrived, with the RUB (Restaurant Unclassified Buffet) featuring an unclassified seating area.",,{YELLOW}25% long distance bonus for consist{},"{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}25% long distance bonus for consist{}{SILVER}Although HST sets had their own catering vehicles, BR continued to use Mk1 restaurant vehicles even with newer coaching stock for loco-hauled services. In 1979 the first Mk3 loco-hauled buffet cars finally arrived, with the RUB (Restaurant Unclassified Buffet) featuring an unclassified seating area.",
BR Mk3 carriage (RFM),passenger_coach_mk3_rfm,32,29,1029,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,carriage,RAIL,1987,,,,,,,,,,,,,38,,4,,,125,200,,,23,23,2.82,3.79,30,214x42x56,13,,"4,5,4",,,,,,,,,,30,,1200,170,25,0,0,0.88,5,1.2,0.6,191,1247,"£11,938","£3,404",,,,,,,,,,6,242,buffet,Passengers,PASS,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"The limited offerings of BR's buffet cars were a staple of many '70s and '80s stand up comedy routines. BR responded to increasing passenger expectations in the mid 1980s by converting older Mk3 vehicles to RFM (Restaurant First Modular) specification, featuring a kitchen area and seating around tables.",,{YELLOW}25% long distance bonus for consist{},"{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}25% long distance bonus for consist{}{SILVER}The limited offerings of BR's buffet cars were a staple of many '70s and '80s stand up comedy routines. BR responded to increasing passenger expectations in the mid 1980s by converting older Mk3 vehicles to RFM (Restaurant First Modular) specification, featuring a kitchen area and seating around tables.",
BR Mk3 Sleeper,passenger_coach_mk3_sleeper,3123,29,1030,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,carriage,RAIL,1975,,,,,,,,,,,,,34,,3,,,125,200,,,23,23,2.82,3.79,24,214x42x56,13,,"4,5,4",,,,,,,,,"random_vehicle,passenger_coach_mk3_sleeper_rev",30,,1150,150,25,0,0,0.90,4,1.2,0.6,171,1197,"£10,688","£3,268",,,,,,,,,,2,278,,Passengers,PASS,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"The Mk3 Sleeper was a significant upgrade over the previous stock – being air conditioned and air sprung. Two berths per cabin unfortunately give these vehicles a low capacity. This represents a typical Sleeper, Either Class, Pantry (SLEP) vehicle.",,{YELLOW}50% bonus for long distance travel{},"{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}50% bonus for long distance travel{}{SILVER}The Mk3 Sleeper was a significant upgrade over the previous stock – being air conditioned and air sprung. Two berths per cabin unfortunately give these vehicles a low capacity. This represents a typical Sleeper, Either Class, Pantry (SLEP) vehicle.",
BR Mk3 carriage (GUV),passenger_coach_mk3_guv,33,29,1031,,role/mail,"flag/GB,role/mail",FEAT_TRAINS,wagon,carriage,RAIL,1978,,,,,,,,,,,,,34,,5,,,125,200,,,23,23,2.82,3.79,78,214x42x56,13,,"4,5,4",,,,,,,,,,30,,86,87,25,0,0,0.90,13,1.2,0.6,114,142,"£7,125",£388,,,,,,,,,!param_no_gameplay_units,2,185,,Parcel,MAIL,lbr,Mail Carriage,lbr_Mail Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"BR did not build any carriage-based utility vans after the Mk1, but this vehicle is included as a ""what could have been"" if HSTs and express services had included a high speed parcels car.",{GREEN}Included for gameplay purposes,,"{BLACK}Length: {GOLD}0.9 tiles{}{SILVER}BR did not build any carriage-based utility vans after the Mk1, but this vehicle is included as a ""what could have been"" if HSTs and express services had included a high speed parcels car.{}{}{GREEN}Included for gameplay purposes",
"BREL ""APT-S"" Trailer Rake (10 cars)",apt_s_10,3058,3059,1032,,role/express_passenger,"flag/GB,role/express_passenger",FEAT_TRAINS,fixed_rake,none,RAIL,1986,1991,1994,10,10,,,,,,,,,258.2,,4,5,0.00,140,224,,,20.9,20.9,2.7,3.5,49,198x40x52,12,,"4,4,4",,,,"apt_tbf_rev,apt_mid,apt_mid,apt_mid,apt_mid,apt_mid,apt_mid,apt_mid,apt_mid,apt_tbf",,"1,0,0,0,0,0,0,0,0,1",apt_tbf_rev,,,20,16,-45,-65,28,0.05,0.25,0.89,16.3333333333333,0.85,2.3,62,51,"£48,438","£4,144",,,,1,1,"apt_half_6,apt_half_6_rev,apt_powercar,apt_half_2,apt_half_2_rev,apt_q_dvt,apt_s_dm,apt_s_6",,,param_max_mu_length == 0 && concept_trains,7,222,,,PASS,lbr,EMU (Express),lbr_EMU (Express),none_RAIL,{BLACK}Length: {GOLD}7.5 tiles{},,{BLACK}Cars: {GOLD}10,"An articulated trailer rake of APT-S Vehicles, intended to run with a Driving Motor and a DVT but also usable in other weird combinations.",,{YELLOW}20% bonus for long distance travel{},"{BLACK}Cars: {GOLD}10{}{BLACK}Length: {GOLD}7.5 tiles{}{YELLOW}20% bonus for long distance travel{}{SILVER}An articulated trailer rake of APT-S Vehicles, intended to run with a Driving Motor and a DVT but also usable in other weird combinations.",
"BREL ""APT-S"" Trailer Rake (6 cars)",apt_s_6,3059,,1033,,role/express_passenger,"flag/GB,role/express_passenger",FEAT_TRAINS,fixed_rake,none,RAIL,1986,1991,1994,6,10,,,,,,,,,209.6,,4,5,0.00,140,224,,,20.9,20.9,2.7,3.5,50,198x40x52,12,,"4,4,4",,,,"apt_tbf_rev,apt_mid,apt_mid,apt_mid,apt_mid,apt_tbf",,"0,0,0,0,0,0",apt_tbf_rev,,,20,16,-45,-65,28,0.05,0.25,0.89,10,0.85,2.3,45,38,"£35,156","£3,088",,,,1,1,"apt_half_6,apt_half_6_rev,apt_powercar,apt_half_2,apt_half_2_rev,apt_q_dvt,apt_s_dm,apt_s_10",,,param_max_mu_length < 2 && concept_trains,7,222,,,PASS,lbr,EMU (Express),lbr_EMU (Express),none_RAIL,{BLACK}Length: {GOLD}4.5 tiles{},,{BLACK}Cars: {GOLD}6,"An articulated trailer rake of APT-S Vehicles, intended to run with a Driving Motor and a DVT but also usable in other weird combinations.",,{YELLOW}20% bonus for long distance travel{},"{BLACK}Cars: {GOLD}6{}{BLACK}Length: {GOLD}4.5 tiles{}{YELLOW}20% bonus for long distance travel{}{SILVER}An articulated trailer rake of APT-S Vehicles, intended to run with a Driving Motor and a DVT but also usable in other weird combinations.",
BR Mk4 carriage (TSO),passenger_coach_mk4,34,,1034,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,carriage,RAIL,1988,,,,,,,,,,,,,40,,5,,,140,224,,,23,23,2.82,3.79,72,214x42x56,13,,"4,5,4",,,,,,,,,,30,,90,93,28,0,0,0.88,12,1.2,0.6,120,148,"£7,500",£404,,,,,,,,,,7,222,,Passengers,PASS,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,The Mk4 carriage is a further improvement on the Mk3. It's designed for use with the Class 91 for Intercity 225 services. Access is improved with greater consideration for wheelchair users.,,{YELLOW}20% bonus for long distance travel{},{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}20% bonus for long distance travel{}{SILVER}The Mk4 carriage is a further improvement on the Mk3. It's designed for use with the Class 91 for Intercity 225 services. Access is improved with greater consideration for wheelchair users.,
BR Mk4 carriage (FO),passenger_coach_mk4_fo,35,34,1035,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,carriage,RAIL,1988,,,,,,,,,,,,,40,,4,,,140,224,,,23,23,2.82,3.79,48,214x42x56,13,,"4,5,4",,,,,,,,,,30,,145,123,28,0,0,0.88,8,1.2,0.6,148,199,"£9,250",£543,,,,,,,,,,7,250,,Passengers,PASS,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,The Mk4 carriage is a further improvement on the Mk3. It's designed for use with the Class 91 for Intercity 225 services. A few FO carriages were converted to FOS (for smoking) until smoking was banned on all british train services.,,{YELLOW}35% bonus for long distance travel{},{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}35% bonus for long distance travel{}{SILVER}The Mk4 carriage is a further improvement on the Mk3. It's designed for use with the Class 91 for Intercity 225 services. A few FO carriages were converted to FOS (for smoking) until smoking was banned on all british train services.,
BR Mk4 carriage (RFB),passenger_coach_mk4_rfb,36,34,1036,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,carriage,RAIL,1988,,,,,,,,,,,,,42,,4,,,140,224,,,23,23,2.82,3.79,24,214x42x56,13,,"4,5,4",,,,,,,,,,30,,1350,190,28,0,0,0.88,4,1.2,0.6,212,1399,"£13,250","£3,819",,,,,,,,,,7,250,buffet,Passengers,PASS,lbr,Carriage,lbr_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"Intercity 225 formations included restaurant cars from their introduction, initially as first class RFB cars.",,{YELLOW}25% long distance bonus for consist{},"{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}25% long distance bonus for consist{}{SILVER}Intercity 225 formations included restaurant cars from their introduction, initially as first class RFB cars.",
BR Mk4 carriage (RSB),passenger_coach_mk4_rsb,37,34,1037,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,carriage,RAIL,2018,,,,,,,,,,,,,42,,4,,,140,224,,,23,23,2.82,3.79,30,214x42x56,13,,"4,5,4",,,,,,,,,,30,,1150,160,28,0,0,0.84,5,1.2,0.6,182,1198,"£11,375","£3,271",,,,,,,,,,2,222,buffet,Passengers,PASS,mod,Carriage,mod_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"As LNER took over East Coast Express services, RSB cars with standard-class seating were introduced, allowing more passengers to sit in the buffet car.",,{YELLOW}25% long distance bonus for consist{},"{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}25% long distance bonus for consist{}{SILVER}As LNER took over East Coast Express services, RSB cars with standard-class seating were introduced, allowing more passengers to sit in the buffet car.",
BR Mk4 carriage (GUV),passenger_coach_mk4_guv,38,34,1038,,role/mail,"flag/GB,role/mail",FEAT_TRAINS,wagon,carriage,RAIL,1991,,,,,,,,,,,,,40,,5,,,140,224,,,23,23,2.82,3.79,78,214x42x56,13,,"4,5,4",,,,,,,,,,30,,90,93,28,0,0,0.88,13,1.2,0.6,121,149,"£7,563",£407,,,,,,,,,!param_no_gameplay_units,5,185,,Parcel,MAIL,lbr,Mail Carriage,lbr_Mail Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"By the time the Mk4 was introduced, the end of post on the rail was in sight, with Travelling Post Office services ceasing in 1996. But what if BR had continued to build parcel vans?",{GREEN}Included for gameplay purposes,,"{BLACK}Length: {GOLD}0.9 tiles{}{SILVER}By the time the Mk4 was introduced, the end of post on the rail was in sight, with Travelling Post Office services ceasing in 1996. But what if BR had continued to build parcel vans?{}{}{GREEN}Included for gameplay purposes",
EPS “Nightstar” Sleeper (7 Car),nightstar_rake_7car,3124,3125,1039,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,fixed_rake,luxury_carriage,RAIL,1997,,,7,,,,,,,,,,363.4,,3,,,125,200,,,23,23,2.82,3.79,25,214x42x56,13,,"4,5,4",,,,"passenger_coach_nightstar_1e,passenger_coach_nightstar_1,passenger_coach_nightstar_1,passenger_coach_nightstar_2,passenger_coach_nightstar_3,passenger_coach_nightstar_3,passenger_coach_nightstar_3e",,"1,1,0,1,1,0,1",passenger_coach_nightstar_1e,,,30,,170,80,25,0,0,0.87,5.83333333333333,1.5,0.7,105,305,"£82,031","£24,781",,,,,,,,,,2,185,nightstar,Passengers,PASS,prv,Carriage,prv_Carriage,luxury_carriage_RAIL,{BLACK}Length: {GOLD}5.7 tiles{},,{BLACK}Cars: {GOLD}7,"The European ‘Nightstar’ service never got off the ground and the Mark 4 derived coaches were eventually exported to Canada. The 7-car sets were intended for service to the West Country, Wales and Scotland.",,"{YELLOW}50% long distance bonus, if combined with generator car or 5000hp+ locomotive{}","{BLACK}Cars: {GOLD}7{}{BLACK}Length: {GOLD}5.7 tiles{}{YELLOW}50% long distance bonus, if combined with generator car or 5000hp+ locomotive{}{SILVER}The European ‘Nightstar’ service never got off the ground and the Mark 4 derived coaches were eventually exported to Canada. The 7-car sets were intended for service to the West Country, Wales and Scotland.",
EPS “Nightstar” Sleeper (8 Car),nightstar_rake_8car,3125,,1040,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,fixed_rake,luxury_carriage,RAIL,1997,,,8,,,,,,,,,,419.8,,3,,,125,200,,,23,23,2.82,3.79,25,214x42x56,13,,"4,5,4",,,,"passenger_coach_nightstar_1e,passenger_coach_nightstar_1,passenger_coach_nightstar_2,passenger_coach_nightstar_3,passenger_coach_nightstar_3,passenger_coach_nightstar_3,passenger_coach_nightstar_3,passenger_coach_nightstar_3e",,"0,0,0,0,0,0,0,0",passenger_coach_nightstar_1e,,,30,,180,90,25,0,0,0.87,6.66666666666667,1.5,0.7,116,318,"£90,625","£25,838",,,,,,,,,,2,185,nightstar,Passengers,PASS,prv,Carriage,prv_Carriage,luxury_carriage_RAIL,{BLACK}Length: {GOLD}6.5 tiles{},,{BLACK}Cars: {GOLD}8,The European ‘Nightstar’ service never got off the ground and the Mark 4 derived coaches were eventually exported to Canada. 8-car sets were intended for flagship service between London and major European cities.,,"{YELLOW}50% long distance bonus, if combined with generator car or 5000hp+ locomotive{}","{BLACK}Cars: {GOLD}8{}{BLACK}Length: {GOLD}6.5 tiles{}{YELLOW}50% long distance bonus, if combined with generator car or 5000hp+ locomotive{}{SILVER}The European ‘Nightstar’ service never got off the ground and the Mark 4 derived coaches were eventually exported to Canada. 8-car sets were intended for flagship service between London and major European cities.",
EPS “Nightstar” Generator Car,passenger_coach_nightstar_generator,3126,3125,1041,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,generator_car,RAIL,1997,,,,,,,,,,,,,46.1,,3,,,125,200,,,23,23,2.82,3.79,0,214x42x56,13,,"4,5,4",,,,,,,,,,30,,1250,150,25,0,0,0.87,0,1,1.5,197,1284,"£12,313","£3,505",,,,,,,,,,2,185,generator_car,Passengers,PASS,prv,Carriage,prv_Carriage,generator_car_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,The Nightstar rolling stock was so power-hungry that a number of Mk3 Sleepers were converted with 450 kVA generator sets for use when away from electrified areas.,,,{BLACK}Length: {GOLD}0.9 tiles{}{SILVER}The Nightstar rolling stock was so power-hungry that a number of Mk3 Sleepers were converted with 450 kVA generator sets for use when away from electrified areas.,
EPS “Nightstar” Generator Car (Alternate Livery),passenger_coach_nightstar_generator_alt,3127,3125,1042,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,generator_car,RAIL,1997,,,,,,,,,,,,,46.1,,3,,,125,200,,,23,23,2.82,3.79,0,214x42x56,13,,"4,5,4",,,,,,,,,,30,,1250,150,25,0,0,0.87,0,1,1.5,197,1284,"£12,313","£3,505",,,,,,,,,,2,185,generator_car,Passengers,PASS,prv,Carriage,prv_Carriage,generator_car_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,The Nightstar rolling stock was so power-hungry that a number of Mk3 Sleepers were converted with 450 kVA generator sets for use when away from electrified areas.,,,{BLACK}Length: {GOLD}0.9 tiles{}{SILVER}The Nightstar rolling stock was so power-hungry that a number of Mk3 Sleepers were converted with 450 kVA generator sets for use when away from electrified areas.,
CAF Mk5A carriage,passenger_coach_mk5a,1017,,1043,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,carriage,RAIL,2017,,,,,,,,,,,,,40,,5,,,125,200,,,23,23,,,57,214x0x0,13,,"4,5,4",,,,,,,,,,30,,85,85,25,0,0,0.84,9.5,1.2,0.6,108,135,"£6,750",£369,,,,,,,,,,1,222,,Passengers,PASS,mod,Carriage,mod_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"The Mark 5A was built for loco-hauled services on the TransPennine Express, but was withdrawn barely four years after introduction.",,{YELLOW}20% bonus for long distance travel{},"{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}20% bonus for long distance travel{}{SILVER}The Mark 5A was built for loco-hauled services on the TransPennine Express, but was withdrawn barely four years after introduction.",
CAF Mk5 Sleeper (Berths),passenger_coach_mk5_sleeper,3128,,1044,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,carriage,RAIL,2018,,,,,,,,,,,,,43,,3,,,125,200,,,22.2,22,2.75,3.79,10,214x41x56,13,,"4,5,4",,,,,,,,,"random_vehicle,passenger_coach_mk5_sleeper_rev",30,,1150,150,25,0,0,0.84,1.66666666666667,1.2,0.6,168,1192,"£10,500","£3,254",,,,,,,,,,2,278,,Passengers,PASS,mod,Carriage,mod_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"The Mk5 sleeper trains were procured to replace Mk3 sleepers. With the end of double berths, these trains have an even lower capacity than what they replaced!",,{YELLOW}50% bonus for long distance travel{},"{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}50% bonus for long distance travel{}{SILVER}The Mk5 sleeper trains were procured to replace Mk3 sleepers. With the end of double berths, these trains have an even lower capacity than what they replaced!",
CAF Mk5 Sleeper (Seated),passenger_coach_mk5_sleeper_seated,3129,3128,1045,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,carriage,RAIL,2018,,,,,,,,,,,,,43,,3,,,125,200,,,22.2,22,2.75,3.79,30,214x41x56,13,,"4,5,4",,,,,,,,,"random_vehicle,passenger_coach_mk5_sleeper_seated_rev",30,,1150,150,25,0,0,0.84,5,1.2,0.6,170,1195,"£10,625","£3,262",,,,,,,,,,2,222,,Passengers,PASS,mod,Carriage,mod_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"Mk5 sleeper services make up for their pathetic berth count with conventional seated stock, featuring a 2+1 airline style seating and not enough recline in the seats.",,{YELLOW}20% bonus for long distance travel{},"{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}20% bonus for long distance travel{}{SILVER}Mk5 sleeper services make up for their pathetic berth count with conventional seated stock, featuring a 2+1 airline style seating and not enough recline in the seats.",
CAF Mk5 Sleeper (Club Car),passenger_coach_mk5_sleeper_club,3130,3128,1046,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,carriage,RAIL,2018,,,,,,,,,,,,,43,,3,,,125,200,,,22.2,22,2.75,3.79,0,214x41x56,13,,"4,5,4",,,,,,,,,"random_vehicle,passenger_coach_mk5_sleeper_club_rev",30,,1150,150,25,0,0,0.84,0,1.2,0.6,167,1190,"£10,438","£3,249",,,,,,,,,,2,278,buffet,Passengers,PASS,mod,Carriage,mod_Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.9 tiles{},,,"The Mk5 ‘Club Car’ is the dining facility for sleeper services, but the 30 seats within are not bookable for travel.",,{YELLOW}25% long distance bonus for consist{},"{BLACK}Length: {GOLD}0.9 tiles{}{YELLOW}25% long distance bonus for consist{}{SILVER}The Mk5 ‘Club Car’ is the dining facility for sleeper services, but the 30 seats within are not bookable for travel.",
BR Mk1 BG (Prototype),mail_coach_mk1_bg,3117,18,1047,,role/mail,"flag/GB,role/mail",FEAT_TRAINS,wagon,carriage,RAIL,1957,1981,2002,,,,,,,,,,,33,,4,,,100,160,,,18.4,18,2.82,3.79,65,186x42x56,11,,"4,3,4",,,,,,,,,,30,53,55,25,20,0,0,0.92,10.8333333333333,1.2,0.6,48,105,"£3,000",£287,,,,,,,,,,1,185,,Parcel,MAIL,dsl,Mail Carriage,dsl_Mail Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,"The standard parcels and baggage car on British Rail for decades, the Mk1 Brake Gangwayed was extremely versatile. This represents a standard 57’ frame example, making it noticably shorter than the standard Mk1 coach.",,,"{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}The standard parcels and baggage car on British Rail for decades, the Mk1 Brake Gangwayed was extremely versatile. This represents a standard 57’ frame example, making it noticably shorter than the standard Mk1 coach.",
BR Mk1 BG (B4 Bogies),mail_coach_mk1_bg_b4,3118,18,1048,,role/mail,"flag/GB,role/mail",FEAT_TRAINS,wagon,carriage,RAIL,1975,1998,2002,,,,,,,,,,,33,,4,,,110,176,,,18.4,18,2.82,3.79,65,186x42x56,11,,"4,3,4",,,,,,,,,,30,35,75,35,22,0,0,0.90,10.8333333333333,1.2,0.6,58,126,"£3,625",£344,,,,,,,,,,1,185,,Parcel,MAIL,lbr,Mail Carriage,lbr_Mail Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,"In the 1980s a number of BG vehicles were upgraded with B4 bogies and cleared for travel at 110mph, to provide additional capacity within fast passenger services, which were typically run with Mark 2 stock.",,,"{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}In the 1980s a number of BG vehicles were upgraded with B4 bogies and cleared for travel at 110mph, to provide additional capacity within fast passenger services, which were typically run with Mark 2 stock.",
BR Mk1 Super BG,mail_coach_mk1_super_bg,3119,18,1049,,role/mail,"flag/GB,role/mail",FEAT_TRAINS,wagon,carriage,RAIL,1989,2002,2002,,,,,,,,,,,33,,5,,,100,160,,,18.4,18,2.82,3.79,72,186x42x56,11,,"4,3,4",,,,,,,,,,30,21,65,45,20,0,0,0.88,12,1.2,0.6,67,114,"£4,188",£311,,,,,,,,,,1,185,,Parcel,MAIL,lbr,Mail Carriage,lbr_Mail Carriage,carriage_RAIL,{BLACK}Length: {GOLD}0.7 tiles{},,,"By the 90s parcels traffic was in decline on the railway, and increasingly movement focused on fixed flows between mail terminals. As a result, a number of vehicles were rebuilt with roller shutter doors for faster loading.",,,"{BLACK}Length: {GOLD}0.7 tiles{}{SILVER}By the 90s parcels traffic was in decline on the railway, and increasingly movement focused on fixed flows between mail terminals. As a result, a number of vehicles were rebuilt with roller shutter doors for faster loading.",
BR FVX Carflat,carflat,3120,,1050,,role/passenger,"flag/GB,role/passenger",FEAT_TRAINS,wagon,wagon,RAIL,1958,1975,1990,,,,,,,,,,,21,,4,,,80,128,,,19.8,20,2.82,3.79,12,198x42x56,12,,"4,4,4",,,,,,,,,,30,40,,,16,0,0,0.92,2,1,0.45,10,30,£625,£82,,,,,,,,,,2,278,,Motorail,PASS,dsl,Carriage,dsl_Carriage,wagon_RAIL,{BLACK}Length: {GOLD}0.8 tiles{},,,"The ‘Carflat’ Wagons were simply coach underframes with wooden decks and low sides added, normally used to convey assembled vehicles. In many cases, these were used in passenger train formations, in the Motorail service as part of sleeper trains.",,{YELLOW}50% bonus for long distance travel (for passengers){},"{BLACK}Length: {GOLD}0.8 tiles{}{YELLOW}50% bonus for long distance travel (for passengers){}{SILVER}The ‘Carflat’ Wagons were simply coach underframes with wooden decks and low sides added, normally used to convey assembled vehicles. In many cases, these were used in passenger train formations, in the Motorail service as part of sleeper trains.",
